tweet,category
inherent in inbreeds which is nearly all moslem shite,Religious
while the blue checkmark brigade has a meltdown about calling illegal immigrants animals and says this actually describes every non white immigrant once again the left is better at racism than the far right let look at israel,Racism
whites and asians breeding with blacks is dysgenic take a look at brazil,Racism
imagine a racialist tribe like the jews and their central hero is king of the aryans do you see how fucking stupid you are christian you dont but that why i am here to hold a mirror in front of your retarded face,Racism
if she truly was a moslem woman she would have cut off the tranny head,Religious
roflmao i never said i thought you were kike only that the mud loving language you use is a kike lie can you read cunt i gave you pegged and your laborious effort to squirm out is quite evident,Racism
if the democrat party is such a good things why are they trying to find new supporter by changing law that allow refugees and illegal immigrants to voter and they are still losing,Racism
the best way to solve the nigger problem is to take a piece of land force the niggers onto the land build a wall around it and call the country niggerdom within one year the niggers would have killed each other off,Racism
why is anyone surprised that muslim brennan lied connived and abused the power of his office,Religious
kikes are from poland not only are you demoralized but you are retarded as well,Racism
once you realize those super gay shows like big bang theory have jews as the main cast they become funny for a completely different reason than they are intended to be they are funny because that how jew men look like faggot pussies,Racism
there are no nazi patriots faggot,sexualContent
who gives a fuck about the sand nigger palestinians if they wanted peace there would be peace if isreal wanted war the palestinians would be dead wake the fuck up berry,Racism
well ramadan and it is not a moslem inbreed now there a novelty,Religious
harry why not marry a mop with a fleshlight is going o be a lot cheaper than the divorce and the death is megan going to go off and fcuck a few muslimes,Religious
now if they admit it now i think there lying like that sand nigger juan on fox news does,Racism
yes and the feminists never want to hear it they want to continue feeding off their own bs of being strong independent women who do not need no man a woman can not raise a man rarely if ever does it happen,sexualContent
muhammad was a faggot like you muhammad is protected by the state that you worship because saudi arabia buys out politicians now go suck muslim dick,Religious
hogg has to pay royalties to all the holocaust survivors every time he uses that term oy vey,Racism
defending muslims being in europe saying that islam isnt the greatest threat to the white race pick one kys for having the reading comprehension of a goat,Religious
she a nigger fucking slut retart,Racism
the liberal race baiter politicians use the slavery narrative to keep blacks downtrodden on their urban ghetto plantations jim quinn,Other
harry got cucked by a ghetto queen lol,Racism
oh this is so disgusting a nigger and a faggot get a prominent place in the ceremony,sexualContent
but do not worry if you can not remember your recent negro president you americans have now got a negro princess of your own to replace him in your hearts,Racism
there can be no world peace until the last muslim has been removed from the earth,Religious
to stop islam is not the only goal we should have but we should also be creating advantages for those who do not try and control by violence and intimidation,Religious
those faggots have always been better than us,sexualContent
why has stephen lawrence mum been made a dame i dont get it cause establishment problems you get knighted its what about the white kids murdered raped by blacks and muslims so many need to hang,Racism
if you see any women like this walking around with a mattress totally ignore them they are mentally ill and dangerous feminazi redpill campus titleix academia mras redpill masculinity,sexualContent
wow you just admitted to wanting the homo sex eww the trolls on gab are retarded as hell maybe as technology improves so will the faggotry jeff mute this nigga mute,sexualContent
demonstration in sweden on friday <date> against muslim prayer call,Religious
in muslim majority countries death for apostasy happens regularly and so people keep it to themselves muslims in the west are instead shunned permanently by the family with occasional killing that are referred to as honor killings this direction is key for islam keeping its followers,Religious
antifa faggots are nothing but lactating manginas who will attack a woman when there are no men around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment,Religious
when you cannot deny that the democrats are going above board for illegal immigrants and non humans do not think compassion think votes,Racism
nope disgusted muted keep your kike smut to yourself,Racism
<user>  i agree the catholic church loves their muzzie infiltration at any cost they give and give and give to the sand niggers at the cost of white catholics shame on them,Religious
its beautiful artwork i love the homosexual imagery you like to use did you know that jesus was an arab,sexualContent
you are an idiot slavery is not a big deal it was common for most of human history get over it lying about it in some retarded attempt to blame the jews is just stupid,Racism
you have not a clue what your talking about neo your obviously a retarded neo con,Other
the kk is alive and well in the democratic party you could even say it is thriving obviously all democrats are racist sexist bigots right these are just inconvenient facts for the brainwashed retarded monkey leftist though is not it,Other
i have been stoned and drunk enough to call white cops niggers but i have never been drunk enough to fuck a nigger,Racism
no do not lie these shithole are great places for niggers and spics and arabs to live they all will be happy together without wypipo,Racism
another sand nigger bites the dust,Racism
welcome to deep america move impoverished than any black inner city less government programs and welfare than any ghetto crippled by an opioid epidemic yet it still safe for women to walk alone at night in public the statistics are clear race matters,Racism
so you nazi faggots muslims vs israel the west good luck with that,Racism
ffs everthing is offensive to muslimes,Religious
i know right i was so gay when my dad taught me how to make a faggot,sexualContent
wish this neighborhood i live in wasn t overrun with wannabe thugs milling around on the street being annoying on purpose insects and immigrants from third world countries who immediately become depend on government distributions the only decent ones are the mexicans the rest do not contribute,Racism
yet the asians got it and although trump stopped it the sand people almost did,Racism
i thought rachel dolezal was a sexy and thick light skinned bitch and so i gave her a pass that my sin i am not tryna cast shade on women who are not black,Racism
if my son or daughter ever turned out to be a pedophile an antifa or a gun grabber i would disown them instantly i do not ever want a wannabe kike or nigger for a son or daughter ever,Racism
somebody posted a dick pic to this account i knee jerk muted them but am un muting them as they were complaining about gay porn on twitter hoping that they were intoxicated and think better of the post and delete it,sexualContent
the refusees are nignogs not arabs usually,Racism
note how all the blacks africans wetbacks goatfuckers and queers want to endlessly bitch and cry about how oppressed they are in our white supremacist countries but they never want to leave why is that i wonder showthemthedoor deportthemall,Racism
we must secure their rights not to be gang raped by muslime trash,Religious
the constant sticking point here is in order to discuss large groups of people we have to deal in averages not individuals there are plenty of smart blacks obviously but there are way more dumb blacks than there are dumb white people or east asians,Racism
the sephardics never whitewashed themselves they are true brownie jew arabs,Racism
not shaming white male cowardice behavior is the major failure of modern western society white men stepping off sidewalks for niggers and worshipping them in their favorite sports ball entertainment has led to our women losing respect for us,Racism
abortions for niggers jews arabs spics gooks should not be a right it should be a law white women should never have an abortion because it takes up valuable resources for people of colour if you are a white women and you have an abortion you should be labeled a racist <user> ,Racism
i support aborting shitskin babies and not white babies,Racism
soon men and women wont be touching each other they will be segregated like in muslim countries,sexualContent
who are u faggot why are u in my group running ur mouth like i give a shit oh wait random boomer oh shit lol how did u wander into my group u drooling retard,sexualContent
are caucasians crazy just hand over countries even continents to muzzles to terrorists murderers rapists pedophiles homophobes sadists who pretend to be religious who hang gays stone adulterers lash women who have been raped,Racism
when scrolling through uk newspaper headlines it becomes terribly obvious that uk is a cold hearted degenerate shithole it is no wonder that children are raped by muslim gangs for decades while most turn their backs,Racism
why do so many feminists have that retarded fish face feminism,sexualContent
mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time,Other
no doubt it hard to talk when she taking a load in her mouth with old harveyweinstein what some nasty women them bitches are,sexualContent
was married been widowed for a few years and not up on the so called single scene vocab finding out that there a lot predatory men and women out there,sexualContent
that part of the hollywood bullshit pc liberals transforming blacks into saints and saviors of one type or another that why i will not watch movies with blacks in them you know it total fantasy,Racism
memorial day remember why we fought so white women can serve black men who then crap out the food later dmtbka,sexualContent
will not stand with a sand nigger muslim,Religious
jews are born trouble makers,Racism
<user>  i had to give you a o for this line and imagine a homosexual like lemon railing about someone undermining the values and traditions of our society how many layers of subversion are you on my dude ,sexualContent
anyone whom jews deem useful in destroying white civilization is fully funded with no questions asked,Racism
the jews lie that today muddy faggoty murca was what the founders had in mind an anything goes lunatic asylum where individual license is the only thing that sacred nothing could be further from the truth we live in a kike creation,Racism
well this gives more credence to the hypothesis that zionism is behind the muslim invasion to add strength and credence to zionsim and israel expansionism,Religious
<user> do you have some examples stuff i hear is all over the place that he emphasizing more immigrants here softening,Racism
lol tell ur based mulatto grandson i said hi faggot,Racism
long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,Racism
who the f is this sand nigger dissing judge jeanine pirro,Racism
illegal immigrants celebrating memorial day like it cinco de mayo,Racism
why do white countries pay so much foreign aid and also give refugees money in our own countries why the double dip one or the other or better yet none at all enough is enough we are backing dead horses,Racism
i should post pics of muslim women sucking christian cock lol,Religious
watched tommysotomayor on jewtube yet he is superb telling it about the sheboons and the chicongo tribes killing more of each other this weekend for sure watch chicongo news by monday night,Racism
women have spontaneous multiple orgasms when they see a woman better looking than themselves insulted they love that more than damn near anything,sexualContent
tommy robinson might do some good things when it comes to dealing with muslim rapists and child predators but his support of zionism and being a jew convert is cancerous anyone associated with him is a potential zionist shill imo,Racism
i am sure tricking the icelandic people into accepting fighting age male muslim refugees that israel and saudi arabia will not accept was the first order of business what a setback for iceland,Racism
myanmar kicked rohinhya muslims out it is the only answer possible to these raping violent incestious pedophile sadistic retarded terrorists,Religious
judge sally cahill said it was a worse crime to rape an asian child than to rape a white child and should carry a longer sentence,Racism
traddad realizing that white women are corrupted is important knowing they are the only route to a white population is the next step figuring out how to un whore them and rebuild patriarchy is the result of these realizations if you are not considering this you are too nihilist for our movement,sexualContent
i think we are past the negotiation phase it time to issue an ultimatum all sand niggers and kikes out of america or get executed an invader,Racism
illegal immigrants are stronger together deport mom and her spawn by dawn,Racism
we need internment camps for illegals that invade the country and fake assed refugees while their cases are being processed never let a crisis go to waste savethechildren,Racism
nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude,Racism
as long as women are in the game it nice to have some intelligent ones but like the homosexuals you will never get that cat back in the bag obama knew that,sexualContent
arabs attacked israel lmao bitch are you retarded hahahahahahahaha how did arabs attack a country that did not exist lol and the jewish invasion of palestine that created israel wasn t an attack lmao,Racism
unknown artist describing jihad islam,Religious
no no it every topic dude every topic that gets some traction here they come they are in every room spouting it the jews and the arabs then the blacks it what they came to do,Racism
little boys and little girls are being raped by pedophilles in the elite circles also muslims that why the pedophiles in the government support the muslims for they r pedophilles also sicko perverts,Religious
the violence that the jews controlling the jewdiciary and the media are going to cause is going to be horrendous white countries are the centre of a fusion reactor right now we will not take this for much longer,Racism
fuck you and your horseshoe faggot,sexualContent
i have found several articles suggesting both are linked to the muslim brotherhood why are these women not under investigation why is not obama administration under investigation for employing our enemies in our government,Religious
too white what utter utter fucking bullshit maybe it is because the blacks are too dumb to ride and asians feel they cannot kill with a cycle the only time you see a black on a bike is when he has just stolen it,Racism
uploaded a video the ghetto have invaded from chicago and cali it seems vegas is becoming more of a cesspool,Other
i noticed some people talking about valerie jarret being white fact most arabs are caucasian also the name iran means land of aryans fact check me eta it still does not detract from the fact that she a muslim cunt from the planet of the apes,Religious
what do you all suppose the likelihood is that the judge is a sandnigger grooming gang customer who rapes little girls or boys,Racism
god hates niggers,Racism
come together as humans means join the african and muslim rapists talk about a dog whistle,Racism
arab refugees the jews are fucking arabs,Racism
when jew judges jail for speech while letting white girls be raped learn from those who successfully resist jews,Racism
this time it does not you add nothing to white lands now that we hire skin tone over skill in our health care industry death by doctor is the leading cause of death thanks shit skins you are a disgusting race of people and have no place around whites none at all,Racism
the left labels trump supporters as being uneducated but chooses to side with third world refugees that have zero conception of how democracy works just liberal things maga democrats cucks trump,Racism
allowing muslim rape jihadis to drive western women around in cars is a recipie for disaster see halifax,Religious
ye he gay,sexualContent
more proof that immigrants have rights invaders have rights criminals have rights and citizens do not have rights and all this is paid for with citizen tax dollars,Racism
in addition to banning the burka the need to ban the sand niggers that wear them,Racism
pay attention to the muslims the blacks are waking up,Racism
they are obviously trying to compensate or they are blue haired cat hoarders there to study women in the lesbianic sense lol,sexualContent
kinda sad your life is over enjoy getting fucked in the ass by your precious jews faggot hahaha,Racism
how on earth did the muslim paedophiles in rotherham operate with impunity for so long,Religious
israel home of the jewish people arabs jordan u may know that israel was promised to the jewish people well b4 ur saviour came or any arab knew where israel was clue it is in the chumash pots melamed and ps u can call me sir,Racism
im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,Racism
round up the jews,Racism
wait so ur tellin me not only is the earth not flat but niggers be on other planets i guess i should not be surprised after learning what ethnic swedes look like i always thought they were hot blondes,Racism
yes the jews did it,Racism
most muslim men are homosexuals pakistan has more male prostitutes than most countries film makers concluded that most pakistani men visit male prostitutes for sex if you dont believe me ask the ex cricketer and now politician imran khan,sexualContent
daily reminder that i hate niggers jews moslems but what i hate more than anything else are anti white white people,Racism
becuz on social media if u say true things about niggers and arabs u get banned but in real life they lock u in a cage  ,Racism
she says unironically as jews control most of the supreme court and laws most of congress all of hollywood media news all the banks all academia and are the most billionaires makes perfect sense,Racism
some nigger rapper or 0 prah or some niggerball player will give them a huge payoff over this ,Racism
the abrahamics are the enemies of animals we arayans are the friends filthy muslims 3 rd nation degenerate sand niggers,Racism
police is busy chasing after mean posts of brits protesting their replacement online but has no incentive to go after real criminals child rapists narco dealers nigger gangs violent jihadis,Racism
because europe so wanted to love the arabs and fuck israel remember you all got your wish,Racism
but are you a nazi fag is even more,sexualContent
faith goldy alt lite anti illegal rapefugee march on the gaybec jew york border actually ended with a chinaman singing the cucknadian national anthem ffs the absolute state of clown world,Racism
daily reminder that kikey was removed not because he was a trump shill but because he was a shit moderator who fucked over the board with a bo sponsored raid then went to sleep 8 chan,Racism
the white men cant keep their pants up they are screwing the blacks asians hispanics jews dont guide your sex dealings,Racism
another muslim terrorist attack dodged,Religious
is this why kale is popular now because it clears out your shit shaft i did not know it was queer food,sexualContent
idk gpaw if we have to suffer the presence of shitskins i d much rather they were raised by a bunch of faggots than by the animals that birthed them or god forbid these disgusting white christian cucks ya know,Racism
that right jd glad i triggered you what to be ashamed of you know what terfs are you are trans how many of your nazi bfs know what terfs are just you bc you are trans                ,Other
poc being featured in kids toys and books alongside white people why i have never seen a clearer picture of white people being left behind and forced into such terrible circumstances what will we ever do p,Racism
get the muslin kids to say jesus is the one and only son of god then you will see muslim outrage,Religious
why do normal civilized countries want to become retarded islamic nations,Religious
lmfao yeah it was just a matter of time it will soon be a competition of overweight tattooed feminist lesbians with colored hair and excessive piercings the winner will be the one that virtue signals the hardest and is deemed most oppressed by straight white men,sexualContent
laura loomer  <user> 7 m7 minutes ago laura loomer retweeted laura loomer how many dead people are going to be voting in the californiaprimary today voterfraud laura loomer added laura loomer <user> how many illegal immigrants are going to be voting in the californiaprimary today,Racism
just on the off chance you were not completely convinced that racism and bonus blacks were retarded fuckwits here comes this heart warming tale from black twitter,Racism
imagine actually thinking semites were more intelligent than whites or asians hahahahahaahahaha,Racism
the aut kike was always just a jewish controlled opposition scheme far right ultra nationalist dissident right white nationalist all better choices for a label national socialists definitely are not alt right theres a line between those who kvetch about purity spiraling support zionism faggotry civic nationalism and those who dont,Racism
saying rap music is ghetto culture and liking a tweet that factually states that gays can not reproduce is racism and homophobia   these snowflakes need jobs and families so they can learn what real work and real life is all about and stop creating drama where there is none,sexualContent
make america peaceful again clean the muzzie filth from our society,Racism
thanks jews how it started,Racism
if muslims are the only real men in white lands the only ones with the balls to show young hot pussy who boss then muslim men will rule and whites will cease to exist as they already did in byzantium,Religious
do not vote for any candidate with a jew spic sand nigger or gook last name or one who is a nigger period,Racism
if your church helps 3 rd world refugees but does not help white american opioid addicts your church is actually a suicidal leftist satanic cult,Racism
lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,Racism
you sound like an annoying boomer faggot,sexualContent
so why is it gay pride month and black history month do the gays have no history and the blacks have no pride or the other way around,Racism
yeah ok thai fuck shack faggot google totally did not seize the fucking domain when weev transferred it to them ask him faggot,sexualContent
lol at edwin you are a faggot you lost bigly edwin duterte is a faggot and the philippines are a joke keep those call centers open for the white liberals though,sexualContent
scroll down one of the faggots looks like a lumbersexual,sexualContent
arabs no ones fault but theirs apologies to led zeppelin fucking arabsliars always some to blame but themselves israel,Racism
big smile on my face when i think about all the college snowflakes who were so close to banning free speech persecuting white males for being white and male popularizing feminism lesbianism and forwarding the end of times how suddenly shitty their lives must be speakfreely maga gab,sexualContent
arabs may not have invented slavery but they sure did perfect it,Racism
americanthinker usually with excellent editorials and i especially like the comments section today a jew harped on and on about poor pitiful persecuted jews and how terrible anti semitism is what so damn special they should have their own word for alleged racism,Racism
i will never ever fight in any war for the benifit of islam or muslims i will not spill my blood for people that want to kill me and my way of life i dont care who there fighting or where or why,Religious
my mum watches emmerdale current storyline yorkshire woman raped as a girl kept captive and used as a prostitute you know yorkshire ie rotherham leeds etc the perp in this show a white copper fascistleftlies islam muslimpaedophiles,Religious
you jews would not even need to drug that bitch up you would not even need to rape her lmwao,Other
grandpa fought the nazis so cops social workers could pretend to not see sandniggers raping little white girls,Racism
i do like the ymca for working out but they have extreme homosexual leanings nearly all the men working there have the flames turned on high,sexualContent
the question i ask myself most often is why the negro race keeps running away from themselves to live amongst the white race and then turn around and blame the white race for their pathetic existence in the land from whence they came,Racism
actually yes there were irish slaves in america mostly women and girls who were allowed to work in the manors as opposed to the fields they were also forced to have sex with the negro slaves this is why many african americans today have irish or english scottish blood in them,Racism
tell me more about the religionofpeace aka islam ibrahim sulaiman jihad is not inhumane despite its necessary violence and bloodshed its ultimate desire is peace which is protected and enhanced by the rule of law,sexualContent
u really think i a going t waste my time on this antisemitic trope mein little nazi u lost get over it arablies i am an expert on nazilies and their mental affliction srael rising why not have a day of rage like the arabs do,Racism
niggers dindu and do not do nuffin these apes are beyond just obsolete farm equipment oh and this don lemon monkey is a faggot too <user>,Racism
kate spade has connection to clinton foundation and her gay husband likes paintings by the creepy pizzagate painter looks like their daughter in the painting why is her pinkie finger macabrely broken,sexualContent
good video <user> showing what muslims and islam do to a country bring it back to stoneages deportmerkel deportislam deportregressiveleft,Racism
it the big gay wedding,sexualContent
you can cry all you want if a nazi fag like you steps on my timeline they get butt raped just like you were <user>,Other
a home fry is a potato from the ghetto thats all gang bangy n shit,Racism
we do not need fucking immigrants lecturing americans this fuck head can go back to what ever ghetto birthed him,Racism
it actually making blax angrier as it is showing huwhytes what is really happening and that most of the violence directed at dindu is justified notice it takes longer and longer to get video evidence where as before those recordings were readily available,Racism
that stupid white fuck stick does not know a damn thing about what black men in america go through only black men know that dummie ,Racism
simple truth black or white or raghead they need to die,Racism
tranny check mestizo check first date with stranger check seedy motel room on first date check illegal immigrant check,Racism
my wish for you virgin types is to understand that <user> is correct random no context replies is a bad experience you can disagree please no muslim gang raping on my tl,Religious
why are we in muzrat somali and why are muzrat somalis here,Racism
for fuck sake when is the western governments going to stop giving these retarded hostile muslims perpetual aid,Religious
are we sure trudeau is straight i mean being a faggot makes more since guess somebody is trying to out queer lindsey graham,sexualContent
srsly this and homo porn is all you got wtf is your diagnosis besides faggotry because this is some retard tier posting here,sexualContent
the sleeper has awoken a week from now <user> will be a theist you watch guys this nigga getting woke lol uh <user> what the difference between awoken and awakened i googled it but i do not get it,Racism
may put a muzrat in charge of immigration,Religious
capitalism is gay,sexualContent
i want to see the hundreds of thousands of dollars of jewels the arabs gave moochelle and douchebag he got two major watches and she got a shitload of necklaces earrings etc she will never make that much again cleaning toilets,Racism
          you spelled my name wrong and my name is literally in front of your face not only are your nations sucking in sand niggers but its already affecting whites iq          ,Racism
the retarded asshole justin trudeau has received a well deserved bitch slap from president trump,Other
ha classic the dsa faggot was not having a good time,sexualContent
islam still practices slavery to this day slavery they even try to sell women on the internet think about that banislam,Religious
the alt right are better organised to take down the agents of zog do you want a real holocaust jew club its coming we are sick of you un soros womens pay issues you mean shit the blade of justice is coming the knights of cydonia are coming,Racism
it probably does not since faggot kennedy limited the ruling to just that one baker and just to be pushing back against anti christian statements by the state regulators the one time kennedy was ready to do the right thing roberts was there to overrule him obamacare,sexualContent
jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,Racism
 blackstones meet the blackstones they are a stone age ghetto family from the town of harlem they are niggers right from history ,Racism
oh that bitch needs to be cornered by a pack of sand niggers made air tight and then have her throat slit it could have been a bus that killed her after all,Racism
i bet the nigger didnt have a green card,Racism
this is how much jews hate christians,Racism
do not be mixing their homosexual tendencies with the animes they were fags before they watched some nip cartoons,sexualContent
muslimes say trust us not,Religious
i hate jews so fuckin much ,Racism
the sand niggers deserve the same,Racism
fuck off jay you homo,sexualContent
time for realjustice bcuz islam is a cancer on humanity that needs to be eradicated not enabled purge deport crusade white europeans have to get their mojo back fireuptheovens,Religious
death to faggots,sexualContent
what a fucking bitch lol conservatives are just as liberal as democrats that why they accept faggots nowadays will not be long before they accept trannies too,sexualContent
the only way shitlibs and kikes can believe this mandatory minimum sentences for whites is if they accept two false premises one that blacks are not innately more impulsively and stupidly violent than whites and two that blacks are not more depraved than whites in the perpetration of legally equivalent crimes,Racism
is it just me or are the only people retarded enough to buy the q larp boomers i swear they eat it all up right along with a side of fox news and pro israel propaganda qanon,Other
there is absolutely no room for same sex marriages it is important to state that homosexual activity is prohibited according to the hindu religion so this has always been our position that a marriage is between a male and a female satnarayan maharaj,sexualContent
i do not take the opinion of anybody with a nigger name seriously that alone tells me that his her mother probably do not know the father was ghetto trash,Racism
he gave you a brillo pad that you all spend a fortune on to get rid of so you can look like white women,Racism
jews are fucking liars architects of diversity and division,Racism
all these socialist wanna be jew hating punk sissy faggots here on gab can kiss my ass suck on that ya salad tossers,Racism
lol the blacks in las vegas have seem to adopted our culture it seem i wonder if they will adopted our calm nature and no more ghetto culture we shall see stay tuned folks,Racism
according to you what do you do to prove youre not a pussy name one thing you have done that is not pozzed in fact kike loving faggot,sexualContent
winston was already an old hand at genociding whites at the behest of the jews to get out of personal debt by the time ww2 began he starved women and children in concentration camps deliberately during the second boer war in south africa,Racism
jews will holocaust one of their own if its good for the jews bye bye jew tommy,Racism
what does everyone think about tommyrobinson being moved to a majority muslim prison,Religious
i am sick of hearing about the grenfell tower fire it was a muslim bomb factory that blew up,Religious
do not get me wrong korea has their own share of soy boys and faggots just like any other country but they definitely do not fuck goats,sexualContent
my bucket list see obamasama hang clintons hang bushes hang merkle may kahn and that faggot running canada hang all traitor liberals expelled from us to the middle east the wall built and all illegals sent back or shot see islame beheaded,Racism
burn all the gays burn all non whites i am living for giving these niggers their due im burnin im burnin im burnin a jew hitlerwasright,Racism
these white sows shameless bitches have no shame they are so starved for affection they go with some stinking ghetto niggah ape,Racism
right because democrat libtards are well educated with their pointless degrees in gender studies lesbian basket weaving intersectional victimology studies and queer literature appreciation,Other
the jews were solely responsible for selling slaves and starting the entire slave trade as a business they made white people depend on slaves then the jews also freed the slaves and unleashed them on white people afterwards,Racism
it pretty much going that way here in america also only a matter of time before our women are raped and slaughtered in the name of islam,Religious
social security disability can be scammed by refugees illegal wetbacks,Racism
well the fbi is a faggot gestappo founded by a paranoid tranny to act as a political witch hunt and false flag tool for deep state faggots like the mafia for politicos always been like that its just stark right in your face and undeniable here,sexualContent
in other words this guy hates white people if he white himself then he a traitorous shabbos goy doing the bidding of his jewish masters fbi has always been an enforcer arm of the kikes jfk <user>,Racism
naw i d rather shoot you in the open nazi fag howdidyousayyouwouldstopmefaggot lol maga presidenttrump <user>  aka greatautist,sexualContent
notice they attack islam but are happy with the gay sauna brighton and being remain do not worry pol2 is a team of te new knights and we can get you killed at any time happy shabat,sexualContent
his momma a jew bitch,Racism
yeah bro the globalists hate the jews that why they bend over backwards to persecute anyone who criticizes the jews because the jews are the real victims of globalism now this is pilpul,Racism
miss america shall embrace beer for beer makes fat women look beautiful,sexualContent
uh huh which is why when christians matching that supposed description controlled an absolute and overwhelming majority in this country and the whole west tolerance and communism and feminism and gay rights and nigger victim intervention civil rights spread like an unopposed cancer through the minds of its christian population,Racism
diversity is a code word for white genocide immigrants contribute and integrate 3 rd world retards freeload and fornicate,Racism
a retarded lactating mangina cuck setting a terrible example for his children he is doing irreparable damage to them,Other
gang rape tommy fuck jews streetshitter420 maga gab gab torba gtkrwn turkroach fuckbees gabcoin qlarp trusttheplan,Racism
remember everyone it okay to exploit immigrants with below minimum wage labor and consider each and every non white person to be a disadvantaged simp that ll never achieve anything w o handouts from whitey because intersectionality or something,Racism
what is the goal you wish to achieve with the homosexual community is it to entrench them deeper in the programming they have received or free them from the chains of oppression they have been taught to willfully take upon themselves,sexualContent
tens of thousands of moslems doing their eid or ramadam or whatever the hell they call it prayers in bensonhurst park in new york of all places i bet that that cucked faggot <user> was their probably to get some business for his travelling gay interracial gloryhole,Religious
why go to a movie to watch women steal just spend a couple of hours in family court system,sexualContent
muzzies should be kicked out of the usa these barbarian goathumpers and wifebeaters add nothing to american society send them back to the shithole they came here from they are her for the free stuff and have on intention of assimilating,Religious
the niggers love the smell of grandma depends,Racism
what the aclu is it is a commie faggot maggot and muzzie association dedicated to eradicating the white race front group,Other
the dnc their leaders schumer pelosi bernie elizabethwarren cuomo others talk about helping immigrants but never talk about helping americans democrats do not work for the benefit of usa its time to maga elect trump supporters reelecttrump2020 americafirst gabfam,Racism
how did these jews make such an accurate representation of the pro white movement it just like us,Racism
twitter is agaisnt all non muslim holidays,Religious
verizon owned by the fucking jews,Racism
shut the fuck up pagan faggot,sexualContent
ukip too full of zog butt fuckers uk needs to go full nazi,Other
again and again what i hear from mexican immigrants is that we need to do more for them their is moral outrage and entitlement in their voices as they want someone else to invent create or pay for something else for them,Racism
hey i can say racial slurs on here nigger kike spic wop coon heeb sandnigger jew faggot homo your mom,Racism
you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,Racism
why is it all the faggots who demand christian bakers bake them a faggot loving cake have never found a muslim bakery demanded the muslims bake them a faggot loving cake always remember the truth is hate speech to those who hate the truth,Religious
<user> so true lefty snowflakes raise hell when someone will not bake a cake for a gay wedding but if you behead hang or throw gays off of buildings that perfectly fine mind boggling they betrayed gays for radical islam,Religious
i bet overtly was invented by jews   ,Racism
kill a muslim family every day kill the muslim terrorists from the root facebook employs muslim mother fuckers and they support muslim umma fuckers in facebook zuckerberg is a muslim supporter and a traitor,Religious
why are asians sitting in government seats of power in the historically white nation of america does china or japan do this to themselves,Racism
jews attacking peaceful christian countries using inbred thick muslims as a weapon jews have learnt nothing from the holocaust and german jews even less,Racism
yes it is not all about jews lots of heads on the hydra but were there gassings at awwshitz does america get dragged into serving israel,Racism
wished you would unmute me nazi faggot <user> you are not even trying anymore bitch,sexualContent
i hate arabs jews are arabs hebrew is fucking arabic we know,Racism
let me go to bed nazi faggot maybe i can catch you off guard again tonight do not mute lol that will not help <user>,sexualContent
making fun of retarded kids is bad but using them as a pawn in your dumbass lib plan to gain sympathy is worse i stand with corey wompwomp,Other
i bet this negroid is in ghetto hell wishing he was alive to see all the publicity he finally getting now that he dead goodriddancefool,Racism
btw it awesome that we can repost comments again what not awesome is that i have learned i have at least one to three faggot bitches in my circle and i have no idea who they are so this is a dark day as well a light one,sexualContent
curanis are nigger jews,Racism
breaking news this morning the russian militsiya have caught a raging homosexual wearing gay fashion in public russia treats homosexuals as single biggest internal threat to russia muslims have totally chickened out on russia because of this classified little incident that happened let just call it a big mistake,Other
free ursula f the kike puppet europe should pay all their refugees to leave for uk,Racism
that where corrupt gay boy obama was raised,sexualContent
this is where corrupt gay boy obama was raised and goes back to on vacations,sexualContent
distracting television event for manipulating the gullible wonder how many refugees gary lineker has taken in to date,Racism
the hill as always twists it up it not the religious right it the religious left that run refugee placement programs and such like the jackasses settle muzzies in paterson nj,Racism
trump faces what fathers fear his daughter marrying a nigger but this isworse the cunt married a sandnigger jew,Racism
the only good muzzie is a dead muzzie make them all good muzzies mohammed was a dicksucking pedophile and a piece of shit just like every raghead,Religious
most definitely when i very first came on to gab i asked him a normal question dude came back with all kinds of gay porn and other bullshit game on ever since,sexualContent
<user> call them faggots and send them pictures of muhammad,sexualContent
trump democrats do not care about the impact of uncontrolled migration on your communities your schools your hospitals your jobs and your safety democrats put illegal immigrants before they put american citizens,Racism
nobody who knows jews likes jews even jews hate jews,Racism
who we pedospic can not your boy toy speak for himself weak faggots crying to management coz feelz how <user> going btw,sexualContent
the white middle class college educated useful idiots of the left fail to realize that the leftist establishment only cares about immigration for votes and cheap labor they will not understand this until they are laying in a ditch raped by some spic bleeding to death,Racism
rachel madcow is a lesbianic feminazi that hates america and wants to hand it over to the globalists,sexualContent
