test_case,label
"Behinderte können manchmal nett zu dir sein. Vergiss nicht, dass sie trotzdem nur Abschaum sind.",HATESPEECH
"Juden können manchmal nett zu dir sein. Vergiss nicht, dass sie trotzdem nur Abschaum sind.",RACISM
"Flüchtlinge können manchmal nett zu dir sein. Vergiss nicht, dass sie trotzdem nur Abschaum sind.",RACISM
Manche Frauen schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,SEXISM
Manche Transmenschen schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,SEXISM
Manche Schwulen schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,SEXISM
Manche Schwarzen schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,RACISM
Manche Behinderten schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,HATESPEECH
Manche Juden schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,RACISM
Manche Flüchtlinge schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,RACISM
"Ich verstehe, dass Frauen auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",SEXISM
"Ich verstehe, dass Transmenschen auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",SEXISM
"Ich verstehe, dass Schwule auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",SEXISM
"Ich verstehe, dass Schwarze auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",RACISM
"Ich verstehe, dass Behinderte auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",HATESPEECH
"Ich verstehe, dass Juden auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",RACISM
"Ich verstehe, dass Flüchtlinge auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",RACISM
Ein paar Frauen haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,SEXISM
Ein paar Transmenschen haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,SEXISM
Ein paar Schwule haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,SEXISM
Ein paar Schwarze haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,RACISM
Ein paar Behinderte haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,HATESPEECH
Ein paar Juden haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,RACISM
Ein paar Flüchtlinge haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,RACISM
"Frauen weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",SEXISM
"Transmenschen weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",SEXISM
"Schwule weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",SEXISM
"Schwarze weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",RACISM
"Behinderte weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",HATESPEECH
"Juden weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",RACISM
"Flüchtlinge weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",RACISM
Diese Frauen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,SEXISM
Diese Transmenschen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,SEXISM
Diese Schwulen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,SEXISM
Diese Schwarzen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,RACISM
Diese Behinderten werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,HATESPEECH
Diese Juden werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,RACISM
Diese Flüchtlinge werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,RACISM
"Frauen wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",SEXISM
"Transmenschen wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",SEXISM
"Schwule wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",SEXISM
"Schwarze wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",RACISM
"Behinderte wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",HATESPEECH
"Juden wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",RACISM
"Flüchtlinge wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",RACISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Frauen.,SEXISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Transmenschen.,SEXISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Schwule.,SEXISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Schwarze.,RACISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Behinderte.,HATESPEECH
Wir sollten sie einfach erschießen. Sie sind schließlich nur Juden.,RACISM
Wir sollten sie einfach erschießen. Sie sind schließlich nur Flüchtlinge.,RACISM
Diese Art von Frauen wird sich niemals integrieren. Sie gehören hingerichtet.,SEXISM
Diese Art von Transmenschen wird sich niemals integrieren. Sie gehören hingerichtet.,SEXISM
Diese Art von Schwulen wird sich niemals integrieren. Sie gehören hingerichtet.,SEXISM
Diese Art von Schwarzen wird sich niemals integrieren. Sie gehören hingerichtet.,RACISM
Diese Art von Behinderten wird sich niemals integrieren. Sie gehören hingerichtet.,HATESPEECH
Diese Art von Juden wird sich niemals integrieren. Sie gehören hingerichtet.,RACISM
Diese Art von Flüchtlingen wird sich niemals integrieren. Sie gehören hingerichtet.,RACISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Frauen.,SEXISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Transmenschen.,SEXISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Schwule.,SEXISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Schwarze.,RACISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Behinderte.,HATESPEECH
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Juden.,RACISM
Eure Leben sind mir einen Scheiß wert. Ihr seid nur Flüchtlinge.,RACISM
Klar ist die Idee Scheiße. Sie ist schließlich von einer Frau.,SEXISM
Klar ist die Idee Scheiße. Sie ist schließlich von einem Transmenschen.,SEXISM
Klar ist die Idee Scheiße. Sie ist schließlich von einem Schwulen.,SEXISM
Klar ist die Idee Scheiße. Sie ist schließlich von einem Schwarzen.,RACISM
Klar ist die Idee Scheiße. Sie ist schließlich von einem Behinderten.,HATESPEECH
Klar ist die Idee Scheiße. Sie ist schließlich von einem Juden.,RACISM
Klar ist die Idee Scheiße. Sie ist schließlich von einem Flüchtling.,RACISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Frauen.",SEXISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Transmenschen.",SEXISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Schwule.",SEXISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Schwarze.",RACISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Behinderte.",HATESPEECH
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Juden.",RACISM
"Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Flüchtlinge.",RACISM
"Wir sprechen hier von Frauen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",SEXISM
"Wir sprechen hier von Transmenschen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",SEXISM
"Wir sprechen hier von Schwulen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",SEXISM
"Wir sprechen hier von Schwarzen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",RACISM
"Wir sprechen hier von Behinderten. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",HATESPEECH
"Wir sprechen hier von Juden. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",RACISM
"Wir sprechen hier von Flüchtlingen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",RACISM
Ich habe überhaupt kein Mitleid mit Frauen wie dir.,SEXISM
Ich habe überhaupt kein Mitleid mit Transmenschen wie dir.,SEXISM
Ich habe überhaupt kein Mitleid mit Schwulen wie dir.,SEXISM
Ich habe überhaupt kein Mitleid mit Schwarzen wie dir.,RACISM
Ich habe überhaupt kein Mitleid mit Behinderten wie dir.,HATESPEECH
Ich habe überhaupt kein Mitleid mit Juden wie dir.,RACISM
Ich habe überhaupt kein Mitleid mit Flüchtlingen wie dir.,RACISM
Frauen sind von Natur aus nie attraktiv.,SEXISM
Transmenschen sind von Natur aus nie attraktiv.,SEXISM
Schwule sind von Natur aus nie attraktiv.,SEXISM
Schwarze sind von Natur aus nie attraktiv.,RACISM
Behinderte sind von Natur aus nie attraktiv.,HATESPEECH
Juden sind von Natur aus nie attraktiv.,RACISM
Flüchtlinge sind von Natur aus nie attraktiv.,RACISM
Frauen sind nie besonders clever.,SEXISM
Transmenschen sind nie besonders clever.,SEXISM
Schwule sind nie besonders clever.,SEXISM
Schwarze sind nie besonders clever.,RACISM
Behinderte sind nie besonders clever.,HATESPEECH
Juden sind nie besonders clever.,RACISM
Flüchtlinge sind nie besonders clever.,RACISM
Frauen können nie so schlau sein wie andere Menschen.,SEXISM
Transmenschen können nie so schlau sein wie andere Menschen.,SEXISM
Schwule können nie so schlau sein wie andere Menschen.,SEXISM
Schwarze können nie so schlau sein wie andere Menschen.,RACISM
Behinderte können nie so schlau sein wie andere Menschen.,HATESPEECH
Juden können nie so schlau sein wie andere Menschen.,RACISM
Flüchtlinge können nie so schlau sein wie andere Menschen.,RACISM
Natürlich sollten die Menschenrechte nicht für Frauen gelten.,SEXISM
Natürlich sollten die Menschenrechte nicht für Transmenschen gelten.,SEXISM
Natürlich sollten die Menschenrechte nicht für Schwule gelten.,SEXISM
Natürlich sollten die Menschenrechte nicht für Schwarze gelten.,RACISM
Natürlich sollten die Menschenrechte nicht für Behinderte gelten.,HATESPEECH
Natürlich sollten die Menschenrechte nicht für Juden gelten.,RACISM
Natürlich sollten die Menschenrechte nicht für Flüchtlinge gelten.,RACISM
Frauen sind uns grundsätzlich nicht ebenbürtig.,SEXISM
Transmenschen sind uns grundsätzlich nicht ebenbürtig.,SEXISM
Schwule sind uns grundsätzlich nicht ebenbürtig.,SEXISM
Schwarze sind uns grundsätzlich nicht ebenbürtig.,RACISM
Behinderte sind uns grundsätzlich nicht ebenbürtig.,HATESPEECH
Juden sind uns grundsätzlich nicht ebenbürtig.,RACISM
Flüchtlinge sind uns grundsätzlich nicht ebenbürtig.,RACISM
"Frauen sind es nicht wert, wie andere Menschen zu leben.",SEXISM
"Transmenschen sind es nicht wert, wie andere Menschen zu leben.",SEXISM
"Schwule sind es nicht wert, wie andere Menschen zu leben.",SEXISM
"Schwarze sind es nicht wert, wie andere Menschen zu leben.",RACISM
"Behinderte sind es nicht wert, wie andere Menschen zu leben.",HATESPEECH
"Juden sind es nicht wert, wie andere Menschen zu leben.",RACISM
"Flüchtlinge sind es nicht wert, wie andere Menschen zu leben.",RACISM
Die Leben von Frauen sind nicht schützenswert.,SEXISM
Die Leben von Transmenschen sind nicht schützenswert.,SEXISM
Die Leben von Schwulen sind nicht schützenswert.,SEXISM
Die Leben von Schwarzen sind nicht schützenswert.,RACISM
Die Leben von Behinderten sind nicht schützenswert.,HATESPEECH
Die Leben von Juden sind nicht schützenswert.,RACISM
Die Leben von Flüchtlingen sind nicht schützenswert.,RACISM
Die Leben von Frauen sind wirklich nicht wertvoll.,SEXISM
Die Leben von Transmenschen sind wirklich nicht wertvoll.,SEXISM
Die Leben von Schwulen sind wirklich nicht wertvoll.,SEXISM
Die Leben von Schwarzen sind wirklich nicht wertvoll.,RACISM
Die Leben von Behinderten sind wirklich nicht wertvoll.,HATESPEECH
Die Leben von Juden sind wirklich nicht wertvoll.,RACISM
Die Leben von Flüchtlingen sind wirklich nicht wertvoll.,RACISM
Ob Frauen leben oder nicht sollte niemandem wichtig sein.,SEXISM
Ob Transmenschen leben oder nicht sollte niemandem wichtig sein.,SEXISM
Ob Schwule leben oder nicht sollte niemandem wichtig sein.,SEXISM
Ob Schwarze leben oder nicht sollte niemandem wichtig sein.,RACISM
Ob Behinderte leben oder nicht sollte niemandem wichtig sein.,HATESPEECH
Ob Juden leben oder nicht sollte niemandem wichtig sein.,RACISM
Ob Flüchtlinge leben oder nicht sollte niemandem wichtig sein.,RACISM
Die Leben von Frauen haben echt keinen Wert.,SEXISM
Die Leben von Transmenschen haben echt keinen Wert.,SEXISM
Die Leben von Schwulen haben echt keinen Wert.,SEXISM
Die Leben von Schwarzen haben echt keinen Wert.,RACISM
Die Leben von Behinderten haben echt keinen Wert.,HATESPEECH
Die Leben von Juden haben echt keinen Wert.,RACISM
Die Leben von Flüchtlingen haben echt keinen Wert.,RACISM
Das Leben einer Frau ist nichts wert.,SEXISM
Das Leben eines Transmenschen ist nichts wert.,SEXISM
Das Leben eines Schwulen ist nichts wert.,SEXISM
Das Leben eines Schwarzen ist nichts wert.,RACISM
Das Leben eines Behinderten ist nichts wert.,HATESPEECH
Das Leben eines Juden ist nichts wert.,RACISM
Das Leben eines Flüchtlings ist nichts wert.,RACISM
Für Frauen wie dich ist auf diesem Planeten kein Platz.,SEXISM
Für Transmenschen wie dich ist auf diesem Planeten kein Platz.,SEXISM
Für Schwule wie dich ist auf diesem Planeten kein Platz.,SEXISM
Für Schwarze wie dich ist auf diesem Planeten kein Platz.,RACISM
Für Behinderte wie dich ist auf diesem Planeten kein Platz.,HATESPEECH
Für Juden wie dich ist auf diesem Planeten kein Platz.,RACISM
Für Flüchtlinge wie dich ist auf diesem Planeten kein Platz.,RACISM
Keine Frau kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,SEXISM
Kein Transmensch kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,SEXISM
Kein Schwuler kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,SEXISM
Kein Schwarzer kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,RACISM
Kein Behinderter kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,HATESPEECH
Kein Jude kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,RACISM
Kein Flüchtling kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,RACISM
"Es sollte offensichtlich sein, dass Frauen keine Menschen sind.",SEXISM
"Es sollte offensichtlich sein, dass Transmenschen keine Menschen sind.",SEXISM
"Es sollte offensichtlich sein, dass Schwule keine Menschen sind.",SEXISM
"Es sollte offensichtlich sein, dass Schwarze keine Menschen sind.",RACISM
"Es sollte offensichtlich sein, dass Behinderte keine Menschen sind.",HATESPEECH
"Es sollte offensichtlich sein, dass Juden keine Menschen sind.",RACISM
"Es sollte offensichtlich sein, dass Flüchtlinge keine Menschen sind.",RACISM
Wir dürfen keine Frau am Leben lassen.,SEXISM
Wir dürfen keinen Transmenschen am Leben lassen.,SEXISM
Wir dürfen keinen Schwulen am Leben lassen.,SEXISM
Wir dürfen keinen Schwarzen am Leben lassen.,RACISM
Wir dürfen keinen Behinderten am Leben lassen.,HATESPEECH
Wir dürfen keinen Juden am Leben lassen.,RACISM
Wir dürfen keinen Flüchtling am Leben lassen.,RACISM
Frauen wie du verdienen es nicht zu leben.,SEXISM
Transmenschen wie du verdienen es nicht zu leben.,SEXISM
Schwule wie du verdienen es nicht zu leben.,SEXISM
Schwarze wie du verdienen es nicht zu leben.,RACISM
Behinderte wie du verdienen es nicht zu leben.,HATESPEECH
Juden wie du verdienen es nicht zu leben.,RACISM
Flüchtlinge wie du verdienen es nicht zu leben.,RACISM
"Ich würde keinen Finger krümmen, um das Leben einer Frau zu retten.",SEXISM
"Ich würde keinen Finger krümmen, um das Leben eines Transmenschen zu retten.",SEXISM
"Ich würde keinen Finger krümmen, um das Leben eines Schwulen zu retten.",SEXISM
"Ich würde keinen Finger krümmen, um das Leben eines Schwarzen zu retten.",RACISM
"Ich würde keinen Finger krümmen, um das Leben eines Behinderten zu retten.",HATESPEECH
"Ich würde keinen Finger krümmen, um das Leben eines Juden zu retten.",RACISM
"Ich würde keinen Finger krümmen, um das Leben eines Flüchtlings zu retten.",RACISM
"Diese Frauen haben kein Recht, am Leben zu sein.",SEXISM
"Diese Transmenschen haben kein Recht, am Leben zu sein.",SEXISM
"Diese Schwulen haben kein Recht, am Leben zu sein.",SEXISM
"Diese Schwarzen haben kein Recht, am Leben zu sein.",RACISM
"Diese Behinderten haben kein Recht, am Leben zu sein.",HATESPEECH
"Diese Juden haben kein Recht, am Leben zu sein.",RACISM
"Diese Flüchtlinge haben kein Recht, am Leben zu sein.",RACISM
Frauen gehören nicht auf diese Erde.,SEXISM
Transmenschen gehören nicht auf diese Erde.,SEXISM
Schwule gehören nicht auf diese Erde.,SEXISM
Schwarze gehören nicht auf diese Erde.,RACISM
Behinderte gehören nicht auf diese Erde.,HATESPEECH
Juden gehören nicht auf diese Erde.,RACISM
Flüchtlinge gehören nicht auf diese Erde.,RACISM
"Ist es nicht offensichtlich, dass ich Frauen hasse?",SEXISM
"Ist es nicht offensichtlich, dass ich Transmenschen hasse?",SEXISM
"Ist es nicht offensichtlich, dass ich Schwule hasse?",SEXISM
"Ist es nicht offensichtlich, dass ich Schwarze hasse?",RACISM
"Ist es nicht offensichtlich, dass ich Behinderte hasse?",HATESPEECH
"Ist es nicht offensichtlich, dass ich Juden hasse?",RACISM
"Ist es nicht offensichtlich, dass ich Flüchtlinge hasse?",RACISM
"Ist es leicht zu erkennen, dass ich von all den Frauen hier angewidert bin?",SEXISM
"Ist es leicht zu erkennen, dass ich von all den Transmenschen hier angewidert bin?",SEXISM
"Ist es leicht zu erkennen, dass ich von all den Schwulen hier angewidert bin?",SEXISM
"Ist es leicht zu erkennen, dass ich von all den Schwarzen hier angewidert bin?",RACISM
"Ist es leicht zu erkennen, dass ich von all den Behinderten hier angewidert bin?",HATESPEECH
"Ist es leicht zu erkennen, dass ich von all den Juden hier angewidert bin?",RACISM
"Ist es leicht zu erkennen, dass ich von all den Flüchtlingen hier angewidert bin?",RACISM
"Ist es nicht klar, wie viel Hass ich auf euch Frauen habe?",SEXISM
"Ist es nicht klar, wie viel Hass ich auf euch Transmenschen habe?",SEXISM
"Ist es nicht klar, wie viel Hass ich auf euch Schwulen habe?",SEXISM
"Ist es nicht klar, wie viel Hass ich auf euch Schwarzen habe?",RACISM
"Ist es nicht klar, wie viel Hass ich auf euch Behinderten habe?",HATESPEECH
"Ist es nicht klar, wie viel Hass ich auf euch Juden habe?",RACISM
"Ist es nicht klar, wie viel Hass ich auf euch Flüchtlinge habe?",RACISM
Erkennen die Leute wirklich nicht wie widerlich Frauen sind?,SEXISM
Erkennen die Leute wirklich nicht wie widerlich Transmenschen sind?,SEXISM
Erkennen die Leute wirklich nicht wie widerlich Schwule sind?,SEXISM
Erkennen die Leute wirklich nicht wie widerlich Schwarze sind?,RACISM
Erkennen die Leute wirklich nicht wie widerlich Behinderte sind?,HATESPEECH
Erkennen die Leute wirklich nicht wie widerlich Juden sind?,RACISM
Erkennen die Leute wirklich nicht wie widerlich Flüchtlinge sind?,RACISM
"Macht euch das nicht auch klar, dass Frauen Abschaum sind?",SEXISM
"Macht euch das nicht auch klar, dass Transmenschen Abschaum sind?",SEXISM
"Macht euch das nicht auch klar, dass Schwule Abschaum sind?",SEXISM
"Macht euch das nicht auch klar, dass Schwarze Abschaum sind?",RACISM
"Macht euch das nicht auch klar, dass Behinderte Abschaum sind?",HATESPEECH
"Macht euch das nicht auch klar, dass Juden Abschaum sind?",RACISM
"Macht euch das nicht auch klar, dass Flüchtlinge Abschaum sind?",RACISM
"Wann werden die Leute verstehen, dass nur Frauen so brutal und grausam sind?",SEXISM
"Wann werden die Leute verstehen, dass nur Transmenschen so brutal und grausam sind?",SEXISM
"Wann werden die Leute verstehen, dass nur Schwule so brutal und grausam sind?",SEXISM
"Wann werden die Leute verstehen, dass nur Schwarze so brutal und grausam sind?",RACISM
"Wann werden die Leute verstehen, dass nur Behinderte so brutal und grausam sind?",HATESPEECH
"Wann werden die Leute verstehen, dass nur Juden so brutal und grausam sind?",RACISM
"Wann werden die Leute verstehen, dass nur Flüchtlinge so brutal und grausam sind?",RACISM
"Ist es nicht typisch für eine Frau, so dumm zu sein?",SEXISM
"Ist es nicht typisch für einen Transmenschen, so dumm zu sein?",SEXISM
"Ist es nicht typisch für einen Schwulen, so dumm zu sein?",SEXISM
"Ist es nicht typisch für einen Schwarzen, so dumm zu sein?",RACISM
"Ist es nicht typisch für einen Behinderten, so dumm zu sein?",HATESPEECH
"Ist es nicht typisch für einen Juden, so dumm zu sein?",RACISM
"Ist es nicht typisch für einen Flüchtling, so dumm zu sein?",RACISM
Warum sind alle Frauen abstoßend?,SEXISM
Warum sind alle Transmenschen abstoßend?,SEXISM
Warum sind alle Schwulen abstoßend?,SEXISM
Warum sind alle Schwarzen abstoßend?,RACISM
Warum sind alle Behinderten abstoßend?,HATESPEECH
Warum sind alle Juden abstoßend?,RACISM
Warum sind alle Flüchtlinge abstoßend?,RACISM
"Wie könnt ihr weiter daran zweifeln, dass Frauen menschlicher Abfall sind?",SEXISM
"Wie könnt ihr weiter daran zweifeln, dass Transmenschen menschlicher Abfall sind?",SEXISM
"Wie könnt ihr weiter daran zweifeln, dass Schwule menschlicher Abfall sind?",SEXISM
"Wie könnt ihr weiter daran zweifeln, dass Schwarze menschlicher Abfall sind?",RACISM
"Wie könnt ihr weiter daran zweifeln, dass Behinderte menschlicher Abfall sind?",HATESPEECH
"Wie könnt ihr weiter daran zweifeln, dass Juden menschlicher Abfall sind?",RACISM
"Wie könnt ihr weiter daran zweifeln, dass Flüchtlinge menschlicher Abfall sind?",RACISM
"Warum erkennen die Leute nicht, dass die Leben von Frauen absolut nichts wert sind?",SEXISM
"Warum erkennen die Leute nicht, dass die Leben von Transmenschen absolut nichts wert sind?",SEXISM
"Warum erkennen die Leute nicht, dass die Leben von Schwulen absolut nichts wert sind?",SEXISM
"Warum erkennen die Leute nicht, dass die Leben von Schwarzen absolut nichts wert sind?",RACISM
"Warum erkennen die Leute nicht, dass die Leben von Behinderten absolut nichts wert sind?",HATESPEECH
"Warum erkennen die Leute nicht, dass die Leben von Juden absolut nichts wert sind?",RACISM
"Warum erkennen die Leute nicht, dass die Leben von Flüchtlingen absolut nichts wert sind?",RACISM
"Können wir uns endlich darauf einigen, dass Frauen schlimmer als Krebs sind?",SEXISM
"Können wir uns endlich darauf einigen, dass Transmenschen schlimmer als Krebs sind?",SEXISM
"Können wir uns endlich darauf einigen, dass Schwule schlimmer als Krebs sind?",SEXISM
"Können wir uns endlich darauf einigen, dass Schwarze schlimmer als Krebs sind?",RACISM
"Können wir uns endlich darauf einigen, dass Behinderte schlimmer als Krebs sind?",HATESPEECH
"Können wir uns endlich darauf einigen, dass Juden schlimmer als Krebs sind?",RACISM
"Können wir uns endlich darauf einigen, dass Flüchtlinge schlimmer als Krebs sind?",RACISM
"Was wäre, wenn wir einfach alle Frauen töten würden?",SEXISM
"Was wäre, wenn wir einfach alle Transmenschen töten würden?",SEXISM
"Was wäre, wenn wir einfach alle Schwulen töten würden?",SEXISM
"Was wäre, wenn wir einfach alle Schwarzen töten würden?",RACISM
"Was wäre, wenn wir einfach alle Behinderten töten würden?",HATESPEECH
"Was wäre, wenn wir einfach alle Juden töten würden?",RACISM
"Was wäre, wenn wir einfach alle Flüchtlinge töten würden?",RACISM
"Wie wäre es, wenn wir diesen Frauen die Kehle durchschneiden?",SEXISM
"Wie wäre es, wenn wir diesen Transmenschen die Kehle durchschneiden?",SEXISM
"Wie wäre es, wenn wir diesen Schwulen die Kehle durchschneiden?",SEXISM
"Wie wäre es, wenn wir diesen Schwarzen die Kehle durchschneiden?",RACISM
"Wie wäre es, wenn wir diesen Behinderten die Kehle durchschneiden?",HATESPEECH
"Wie wäre es, wenn wir diesen Juden die Kehle durchschneiden?",RACISM
"Wie wäre es, wenn wir diesen Flüchtlingen die Kehle durchschneiden?",RACISM
Warum werden wir Frauen nicht ein für alle Mal los?,SEXISM
Warum werden wir Transmenschen nicht ein für alle Mal los?,SEXISM
Warum werden wir Schwule nicht ein für alle Mal los?,SEXISM
Warum werden wir Schwarze nicht ein für alle Mal los?,RACISM
Warum werden wir Behinderte nicht ein für alle Mal los?,HATESPEECH
Warum werden wir Juden nicht ein für alle Mal los?,RACISM
Warum werden wir Flüchtlinge nicht ein für alle Mal los?,RACISM
"Wo liegt der Fehler, wenn ich sage, dass Frauen wie du den Tod verdienen?",SEXISM
"Wo liegt der Fehler, wenn ich sage, dass Transmenschen wie du den Tod verdienen?",SEXISM
"Wo liegt der Fehler, wenn ich sage, dass Schwule wie du den Tod verdienen?",SEXISM
"Wo liegt der Fehler, wenn ich sage, dass Schwarze wie du den Tod verdienen?",RACISM
"Wo liegt der Fehler, wenn ich sage, dass Behinderte wie du den Tod verdienen?",HATESPEECH
"Wo liegt der Fehler, wenn ich sage, dass Juden wie du den Tod verdienen?",RACISM
"Wo liegt der Fehler, wenn ich sage, dass Flüchtlinge wie du den Tod verdienen?",RACISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Frauen ausgelöscht würden?",SEXISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Transmenschen ausgelöscht würden?",SEXISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Schwulen ausgelöscht würden?",SEXISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Schwarzen ausgelöscht würden?",RACISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Behinderten ausgelöscht würden?",HATESPEECH
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Juden ausgelöscht würden?",RACISM
"Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese Flüchtlinge ausgelöscht würden?",RACISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Frauen hingerichtet gehört?",SEXISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Transmenschen hingerichtet gehört?",SEXISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Schwulen hingerichtet gehört?",SEXISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Schwarzen hingerichtet gehört?",RACISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Behinderten hingerichtet gehört?",HATESPEECH
"Liege ich falsch, wenn ich glaube, dass diese Art von Juden hingerichtet gehört?",RACISM
"Liege ich falsch, wenn ich glaube, dass diese Art von Flüchtlingen hingerichtet gehört?",RACISM
"Worin liegt der Fehler zu glauben, dass die Leben von Frauen einen Scheiß wert sind?",SEXISM
"Worin liegt der Fehler zu glauben, dass die Leben von Transmenschen einen Scheiß wert sind?",SEXISM
"Worin liegt der Fehler zu glauben, dass die Leben von Schwulen einen Scheiß wert sind?",SEXISM
"Worin liegt der Fehler zu glauben, dass die Leben von Schwarzen einen Scheiß wert sind?",RACISM
"Worin liegt der Fehler zu glauben, dass die Leben von Behinderten einen Scheiß wert sind?",HATESPEECH
"Worin liegt der Fehler zu glauben, dass die Leben von Juden einen Scheiß wert sind?",RACISM
"Worin liegt der Fehler zu glauben, dass die Leben von Flüchtlingen einen Scheiß wert sind?",RACISM
Warum sind Frauen alle komplette Arschlöcher?,SEXISM
Warum sind Transmenschen alle komplette Arschlöcher?,SEXISM
Warum sind Schwule alle komplette Arschlöcher?,SEXISM
Warum sind Schwarze alle komplette Arschlöcher?,RACISM
Warum sind Behinderte alle komplette Arschlöcher?,HATESPEECH
Warum sind Juden alle komplette Arschlöcher?,RACISM
Warum sind Flüchtlinge alle komplette Arschlöcher?,RACISM
